# x_m,y_m,w_tr_right_m,w_tr_left_m
-200.562405,1477.719579,4.332,4.232
-201.120962,1482.590655,4.329,4.231
-201.6787495,1487.460656,4.326,4.230
-202.23712,1492.329245,4.324,4.229
-202.7974265,1497.196088,4.321,4.229
-203.3610225,1502.060850,4.318,4.228
-203.9292605,1506.923196,4.315,4.227
-204.503494,1511.782790,4.312,4.226
-205.0850765,1516.639297,4.310,4.225
-205.6753605,1521.492383,4.307,4.225
-206.275699,1526.341712,4.304,4.224
-206.8828995,1531.189907,4.301,4.223
-207.4585275,1536.062517,4.298,4.222
-207.9476845,1540.995803,4.297,4.228
-208.2952175,1546.025704,4.379,4.595
-208.4048645,1551.090529,4.146,4.932
-208.0850405,1555.902194,4.249,5.073
-207.130682,1560.140607,4.728,5.117
-205.416839,1563.508715,5.085,5.347
-203.1428065,1565.802689,5.379,5.366
-200.589898,1566.842288,5.543,5.533
-198.0374825,1566.452791,5.580,5.786
-195.6944505,1564.659456,5.782,5.935
-193.681032,1561.739110,6.197,5.857
-192.111331,1557.984407,6.048,6.359
-191.016719,1553.656061,6.119,6.587
-190.2528405,1548.946949,6.201,6.468
-189.65288,1544.041275,6.272,6.502
-189.0587865,1539.114923,6.343,6.535
-188.4335565,1534.228882,6.508,6.580
-187.828453,1529.360357,6.732,6.631
-187.296742,1524.484652,6.957,6.683
-186.87809,1519.582186,6.988,6.833
-186.561178,1514.652558,6.830,7.081
-186.3227435,1509.699861,6.672,7.328
-186.139525,1504.728186,6.573,7.205
-185.9882595,1499.741625,6.506,6.874
-185.845684,1494.744270,6.439,6.543
-185.688555,1489.740227,6.372,6.213
-185.496557,1484.735784,6.306,5.882
-185.25548,1479.741778,5.941,5.365
-184.951878,1474.769618,5.142,4.653
-184.5723045,1469.830709,4.833,4.521
-184.1033125,1464.936460,4.693,4.527
-183.5314565,1460.098276,4.766,4.559
-182.843694,1455.327292,4.827,4.607
-182.0404585,1450.625565,4.610,4.786
-181.138503,1445.984154,4.469,4.829
-180.15556,1441.393461,4.471,4.618
-179.1093605,1436.843886,4.474,4.407
-178.0176365,1432.325831,4.434,4.389
-176.89812,1427.829697,4.394,4.373
-175.7678645,1423.346208,4.377,4.348
-174.6348755,1418.870403,4.368,4.321
-173.5007165,1414.400391,4.359,4.294
-172.366812,1409.934348,4.350,4.267
-171.2345865,1405.470452,4.375,4.317
-170.1054645,1401.006876,4.416,4.404
-168.980871,1396.541799,4.458,4.490
-167.8622305,1392.073395,4.499,4.577
