# x_m,y_m,w_tr_right_m,w_tr_left_m
-282.318788,634.081525,5.412,5.476
-280.440908,631.764743,5.420,5.493
-278.563419,629.4480255,5.429,5.511
-276.686405,627.131333,5.438,5.528
-274.809952,624.814625,5.446,5.546
-272.934144,622.4978625,5.455,5.563
-271.059067,620.1810045,5.464,5.581
-269.184805,617.8640125,5.472,5.598
-267.311443,615.5468455,5.481,5.615
-265.439068,613.229464,5.490,5.633
-263.567762,610.9118285,5.499,5.650
-261.697613,608.5938985,5.507,5.668
-259.828704,606.2756345,5.516,5.685
-257.961121,603.9569965,5.525,5.703
-256.094948,601.6379445,5.533,5.720
-254.230272,599.318439,5.542,5.738
-252.367176,596.99844,5.551,5.755
-250.505745,594.6779075,5.585,5.796
-248.646066,592.3568015,5.630,5.847
-246.788223,590.0350825,5.676,5.898
-244.932305,587.71271,5.721,5.949
-243.079036,585.389559,5.766,6.000
-241.230386,583.065341,5.811,6.051
-239.38847,580.7397465,5.857,6.102
-237.555402,578.412468,5.902,6.153
-235.733298,576.083196,5.947,6.204
-233.924272,573.7516225,5.992,6.255
-232.130439,571.4174385,6.038,6.306
-230.353915,569.080336,6.083,6.357
-228.596815,566.7400055,6.128,6.408
-226.861253,564.3961395,6.173,6.459
-225.149345,562.0484285,6.119,6.452
-223.463205,559.6965645,5.937,6.370
-221.804949,557.340239,5.723,6.223
-220.17841,554.978891,5.447,5.947
-218.608752,552.6088355,5.256,5.700
-217.135558,550.224276,5.464,5.593
-215.798683,547.819374,5.674,5.492
-214.618213,545.3912255,5.934,5.609
-213.546216,542.947013,6.194,5.727
-212.520131,540.4960895,6.180,5.717
-211.484218,538.046786,6.034,5.646
-210.425592,535.60101,5.887,5.575
-209.347979,533.1581785,5.740,5.504
-208.255144,530.7177035,5.594,5.433
-207.15085,528.2789965,5.447,5.361
-206.038863,525.84147,5.301,5.290
-204.922945,523.4045355,5.154,5.219
-203.806131,520.967719,5.073,5.174
-202.688963,518.5309365,5.062,5.157
-201.571455,516.094186,5.050,5.140
-200.453619,513.6574665,5.039,5.123
-199.335466,511.220777,5.027,5.107
-198.21701,508.7841165,5.016,5.090
-197.098262,506.3474825,5.004,5.073
-195.979235,503.910875,4.993,5.056
-194.859942,501.474292,4.981,5.039
-193.740394,499.0377325,4.970,5.022
-192.620603,496.601195,4.958,5.005
-191.500583,494.1646785,4.947,4.988
-190.380345,491.7281815,4.935,4.971
-189.259903,489.291703,4.924,4.954
-188.139267,486.855241,4.912,4.937
-187.018451,484.418795,4.901,4.920
-185.897467,481.982363,4.889,4.906
-184.776327,479.5459445,4.879,4.899
-183.655043,477.1095375,4.868,4.892
-182.533628,474.673141,4.858,4.885
-181.412095,472.236754,4.847,4.878
-180.290455,469.800375,4.837,4.871
-179.16872,467.3640025,4.826,4.864
-178.046904,464.927635,4.816,4.857
-176.925018,462.491272,4.805,4.850
-175.803075,460.054912,4.795,4.843
-174.681088,457.618553,4.784,4.836
