# x_m,y_m,w_tr_right_m,w_tr_left_m
-493.576446,1180.070165,5.676,5.898
-489.86461,1175.42542,5.721,5.949
-486.158072,1170.779118,5.766,6.000
-482.460772,1166.130682,5.811,6.051
-478.77694,1161.479493,5.857,6.102
-475.110804,1156.824936,5.902,6.153
-471.466596,1152.166392,5.947,6.204
-467.848544,1147.503245,5.992,6.255
-464.260878,1142.834877,6.038,6.306
-460.70783,1138.160672,6.083,6.357
-457.19363,1133.480011,6.128,6.408
-453.722506,1128.792279,6.173,6.459
-450.29869,1124.096857,6.119,6.452
-446.92641,1119.393129,5.937,6.370
-443.609898,1114.680478,5.723,6.223
-440.35682,1109.957782,5.447,5.947
-437.217504,1105.217671,5.256,5.700
-434.271116,1100.448552,5.464,5.593
-431.597366,1095.638748,5.674,5.492
-429.236426,1090.782451,5.934,5.609
-427.092432,1085.894026,6.194,5.727
-425.040262,1080.992179,6.180,5.717
-422.968436,1076.093572,6.034,5.646
-420.851184,1071.20202,5.887,5.575
-418.695958,1066.316357,5.740,5.504
-416.510288,1061.435407,5.594,5.433
-414.3017,1056.557993,5.447,5.361
-412.077726,1051.68294,5.301,5.290
-409.84589,1046.809071,5.154,5.219
-407.612262,1041.935438,5.073,5.174
-405.377926,1037.061873,5.062,5.157
-403.14291,1032.188372,5.050,5.140
-400.907238,1027.314933,5.039,5.123
-398.670932,1022.441554,5.027,5.107
-396.43402,1017.568233,5.016,5.090
-394.196524,1012.694965,5.004,5.073
-391.95847,1007.82175,4.993,5.056
-389.719884,1002.948584,4.981,5.039
-387.480788,998.075465,4.970,5.022
-385.241206,993.20239,4.958,5.005
-383.001166,988.329357,4.947,4.988
-380.76069,983.456363,4.935,4.971
-378.519806,978.583406,4.924,4.954
-376.278534,973.710482,4.912,4.937
-374.036902,968.83759,4.901,4.920
-371.794934,963.964726,4.889,4.906
-369.552654,959.091889,4.879,4.899
-367.310086,954.219075,4.868,4.892
-365.067256,949.346282,4.858,4.885
-362.82419,944.473508,4.847,4.878
-360.58091,939.60075,4.837,4.871
-358.33744,934.728005,4.826,4.864
-356.093808,929.85527,4.816,4.857
-353.850036,924.982544,4.805,4.850
-351.60615,920.109824,4.795,4.843
-349.362176,915.237106,4.784,4.836
-347.118134,910.364389,4.774,4.829
-344.874054,905.49167,4.763,4.822
-342.629956,900.618946,4.753,4.815
-340.385868,895.746215,4.742,4.808
-338.141814,890.873474,4.732,4.802
-335.897818,886.00072,4.721,4.795
-333.653904,881.127952,4.711,4.788
-331.410098,876.255166,4.700,4.781
-329.166424,871.382359,4.690,4.774
-326.922908,866.50953,4.679,4.767
-324.679572,861.636676,4.669,4.760
-322.436444,856.763794,4.658,4.753
-320.193544,851.890881,4.648,4.746
-317.950902,847.017935,4.637,4.739
-315.708538,842.144954,4.627,4.732
-313.46648,837.271934,4.616,4.725
-311.224752,832.398874,4.606,4.718
-308.983378,827.52577,4.595,4.711
-306.742382,822.65262,4.585,4.704
-304.50179,817.779422,4.574,4.697
-302.261624,812.906173,4.564,4.690
-300.021914,808.03287,4.553,4.684
